EMLO Letter ID Number,Year date,Month date,Day date,Standard gregorian date,Date is range (0=No; 1=Yes),Year 2nd date (range),Month 2nd date (range),Day 2nd date (range),"Calendar of date provided to EMLO (G=Gregorian; JJ=Julian, year start 1 January; JM=Julian, year start March, U=Unknown)",Date as marked on letter,Date uncertain (0=No; 1=Yes),Date approximate (0=No; 1=Yes),Date inferred (0=No; 1=Yes),Notes on date,Author,Author EMLO ID,Author as marked in body/text of letter,Author inferred (0=No; 1=Yes),Author uncertain (0=No; 1=Yes),Notes on Author in relation to letter,Recipient,Recipient EMLO ID,Recipient as marked in body/text of letter,Recipient inferred (0=No; 1=Yes),Recipient uncertain (0=No; 1=Yes),Notes on Recipient in relation to letter,Origin name,Origin EMLO ID,Origin as marked in body/text of letter,Origin inferred (0=No; 1=Yes),Origin uncertain (0=No; 1=Yes),Notes on Origin in relation to letter,Destination name,Destination EMLO ID,Destination as marked in body/text of letter,Destination inferred (0=No; 1=Yes),Destination uncertain (0=No; 1=Yes),Notes on Destination in relation to letter,Abstract,Keywords,Language(s),Incipit,Explicit,People mentioned,EMLO IDs of people mentioned,Notes on people mentioned,Original Catalogue name,Matching letter(s) in alternative EMLO catalogue(s) (self reference also),Match id number,Related Resource IDs [er = number for link to EMLO letter],General notes for public display,Editors' working notes,UUID,EMLO URL
100321,1699,3,21,1699-03-31,0,,,,JM,21th March 1698/99,0,0,0,,"Hechstetter, David",100083,,0,0,spouse of patient,"Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"London, England",1606,"Old Palace Yard, Westminster",0,0,,Hechstetter discussed his wife's recovery after Lister treated her.,,English,,,,,,"Lister, Martin",100321; 24901,1,901338,"The correspondent probably is Sir David Hechstetter (d. 1721), resident of London who was a Hamburg merchant and director of Hamburg Co. who invested in the Bank, Old East India Company, and South Sea Company",,09eab58d-e4d5-417d-a198-85c90d4a30b7,http://emlo.bodleian.ox.ac.uk/profile/work/09eab58d-e4d5-417d-a198-85c90d4a30b7
100356,1699,10,18,1699-10-28,0,,,,JM,Oct. 18-99,0,0,0,,"Kenrick, Daniel",12494,,0,0,Worcestershire.,"Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"Leatherhead, Surrey, England",400173,Mr Mitchells in London [crossed out and replaced with] Leatherhead in Surry,0,0,,Kenrick presented Lister with his poems and sent regards from Mr. Butterfield and his wife.,,English,,,,,,"Lister, Martin",100356; 29774,1,901360,,,22bacd14-b00b-42e5-ab12-5aeeaef27bfb,http://emlo.bodleian.ox.ac.uk/profile/work/22bacd14-b00b-42e5-ab12-5aeeaef27bfb
100468,1699,12,15,1699-12-25,0,,,,JM,Dec. 15. 1699,0,0,0,,"Lhwyd, Edward",400144,,0,0,Ashmolean Keeper,"Lister, Martin",13473,,0,0,,"Bathgate, (Linlithgowshire) West Lothian, Scotland",3104,"Bathgate in ye Shire of Linlithgow, Scotl[and]",0,0,,"London, England",1606,"Old Palace Yard, Westminster [crossed out]",0,0,,Lhwyd described his Irish and Scottish travels.,,English,,,,,,"Lister, Martin",100468; 31463; 400753,1,100245; 900495; 936452,,,4a057269-5adb-453e-a910-923fa1826679,http://emlo.bodleian.ox.ac.uk/profile/work/4a057269-5adb-453e-a910-923fa1826679
100891,1699,4,16,1699-04-26,0,,,,JM,19 Apr: 1699,0,0,0,,"Parker, Robert",900627,,0,0,tenant or employee on Lister's Yorkshire estates,"Lister, Martin",13473,,0,0,,"Carleton-in-Craven, North Yorkshire, England",100085,Carleton,0,0,,"London, England",1606,"Old Pallace-Yard in Westminster, London",0,0,,"Parker thanked Lister for a copy of his Journey to Paris, he hoped to see him at Carleton-in-Craven, and he was sorry to hear about the misfortune of Mr. Lister at Thornton",,English,,,,,,"Lister, Martin",100891; 37031,1,901468,"Parker was referring to Martin Lister, A journey to Paris in the year 1698. London, 1699.",,fb699746-ac24-4a23-b780-ba92fd86ee5c,http://emlo.bodleian.ox.ac.uk/profile/work/fb699746-ac24-4a23-b780-ba92fd86ee5c
101098,1699,9,20,1699-09-30,0,,,,JM,20 Septr. 1699,0,0,0,,"Thoresby, Ralph",7583,,0,0,antiquary and museum owner and diarist in Leeds,"Lister, Martin",13473,,0,0,,"Leeds, West Yorkshire, England",2107,Leedes,0,0,,"London, England",1606,"Old Palace Yard, Westminster, London",0,0,,"Thoresby thanked Lister for his correspondence and for his Journey to Paris, as well as his present of autographs. He wished that Lister's and Mr. Archdeacon Nicholson's publications would include effigies of the authors which would be ""highly acceptable to your absent friends.""",,English,,,,,,"Lister, Martin",101098; 47250,1,901630,,,b7f7a10a-8f5e-45fc-ac18-6b6f80342a2c,http://emlo.bodleian.ox.ac.uk/profile/work/b7f7a10a-8f5e-45fc-ac18-6b6f80342a2c
100827,1699,10,26,1699-11-05,0,,,,JM,26 October 99,0,0,0,,"Nicholas, Ann",100149,,0,0,relative of Lister (cousin),"Lister, Martin",13473,,0,0,,,,,0,0,,"Leatherhead, Surrey, England",400173,"Mr Mitchels house in Letherhead, Surry",0,0,,Concerned about Lister's illness; asked Lister if his daughters would be in town and for family news.,,English,,,,,,"Lister, Martin",,,,,,e28f8d9d-f586-4149-9d14-19af11260e41,http://emlo.bodleian.ox.ac.uk/profile/work/e28f8d9d-f586-4149-9d14-19af11260e41
100935,1699,3,6,1699-03-06,0,,,,G,March: 6: NS. 1699,0,0,0,,"Proby, Charles",16977,,0,0,medical student at Montpellier,"Lister, Martin",13473,,0,0,,"Lyon, Rhône-Alpes, France",767,Lyons,0,0,,"London, England",1606,old Palace Yard Westminster London,0,0,,"Proby reported that he had sent snails to Lister via Butterfield, he says Dr. Chirac valued Lister highly and would like to enter into a correspondence with him, and he mentioned a new publication of Vieussens, as well as the ingenuity of Montpellier surgeons",,English,,,,,,"Lister, Martin",100935; 39145,1,901510,"Raymond Vieussens (ca. 1635- August 16, 1715) was a French anatomist known for his pioneering work in cardiology.  He studied at Monpellier, and became   head physician at the Hôtel Dieu Saint-Eloi.",,77f2f027-0e24-4467-945c-2b5bbe62f627,http://emlo.bodleian.ox.ac.uk/profile/work/77f2f027-0e24-4467-945c-2b5bbe62f627
101097,1699,1,11,1699-01-21,0,,,,JM,11th Jan.y 1698/9,0,0,0,,"Thoresby, Ralph",7583,,0,0,antiquary and museum owner and diarist in Leeds,"Lister, Martin",13473,,0,0,,"Leeds, West Yorkshire, England",2107,Leedes,0,0,,,,,0,0,,"Thoresby mentioned that he had enclosed a report of an accident of young man killed by lightening near Leeds. He congratulated Lister's return from Paris and thanked him for his published Journey to Paris which he has perused with pleasure. Thoresby asked how large the Roman images were in Mr. Bondstreet's cabinets, and in which Phil. Trans. Included Lister's account of the old Roman building.",,English,,,,,,"Lister, Martin",101097; 47251,1,901629,"The report published in Phil. Trans. was apparently enclosed in this letter, but the enclosure is no longer present",,eff64a57-0118-4bb4-b886-16ce6f78ec5f,http://emlo.bodleian.ox.ac.uk/profile/work/eff64a57-0118-4bb4-b886-16ce6f78ec5f
100320,1699,12,19,1699-12-19,0,,,,G,19 Decembre 1699,0,0,0,,"Hautefeuille, Jean de",6437,,0,0,"French abbe, physicist, and inventor","Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"Leatherhead, Surrey, England",400173,Mr. Michels at Leatherhead in Surry,0,0,,,,French,,,,,,"Lister, Martin",100320; 14413,1,901337,,,bb147e9b-d7e1-4be6-9765-f3198308e931,http://emlo.bodleian.ox.ac.uk/profile/work/bb147e9b-d7e1-4be6-9765-f3198308e931
100930,1699,7,10,1699-07-20,0,,,,JM,July 10 1699.,0,0,0,,"Prideaux, Humphrey",10007,,0,0,"historian, archdeacon of Suffolk","Lister, Martin",13473,,0,0,,"Norwich, Norfolk, England",255,Norwich,0,0,,"London, England",1606,London,0,0,,A letter of introduction; asked Lister for his advice on going to France for one's health as his nephew suffered from a cough.,,English,,,,,,"Lister, Martin",100930; 39056,1,901505,,,411347b8-3152-46c9-99e8-7bb4bde4bbe5,http://emlo.bodleian.ox.ac.uk/profile/work/411347b8-3152-46c9-99e8-7bb4bde4bbe5
100906,1699,4,8,1699-04-18,0,,,,JM,8 Apr. 99,0,0,0,,"Pitcairne, Archibald",16579,,0,0,"Edinburgh physician, Leiden professor","Lister, Martin",13473,,0,0,,"Edinburgh, City of Edinburgh, Scotland",400294,Egh,0,0,,"London, England",1606,London,0,0,,"Pitcairne ongratulated Lister on his return to London from Paris. He thanked Lister for his Journey to Paris, and he reported that he would be reprinting some notes of his own which he hoped would give Lister satisfaction.",,English,,,,,,"Lister, Martin",100906; 38409,1,901483,"Martin Lister, A journey to Paris in the year 1698. London, 1699.",,089dcb06-37a9-4612-a701-066bbbe2c8fd,http://emlo.bodleian.ox.ac.uk/profile/work/089dcb06-37a9-4612-a701-066bbbe2c8fd
100195,1699,12,28,1699-12-28,0,,,,G,28th Decem. 1699,0,0,0,,"Butterfield, Michael",3895,,0,0,English instrument maker to King of France,"Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,old palais yard Westminster,0,0,,"Butterfield asked Lister to help him with his English for his Phil. Trans. article on his loadstone, and he also asked him for the address of Mr. Seller, hydrographer to the King. Butterfield thanked Lister for mentioning him in his Journey to Paris and for his present of books.",,English,,,,,,"Lister, Martin",100195; 9183,1,901694,"Butterfield was referring to Martin Lister, A journey to Paris in the year 1698. London, 1699.",,af70080e-b69d-4ddb-ad77-dc5103de9de4,http://emlo.bodleian.ox.ac.uk/profile/work/af70080e-b69d-4ddb-ad77-dc5103de9de4
101137,1699,8,22,1699-08-22,0,,,,G,22 Agust 1699,0,0,0,,"Witsen, Nicholaes Corneliszoon",22626,,0,0,"shell collector, Netherlands ambassador to England, burgomeister","Lister, Martin",13473,,0,0,,"Amsterdam, North Holland, (United Provinces) Netherlands",300024,Amsterdam,0,0,,"London, England",1606,"Old Palish Yard at Wessmester [Old Palace Yard, Westminster]",0,0,,"After not writing a year, Witsen wanted to enquire after Lister's health, and he enclosed some figures of horned shells from Japan [cornus].",,English,,,,,,"Lister, Martin",101137; 53270,1,901659,,,0f4f128c-ed2f-43ae-becd-e01d8a4c90da,http://emlo.bodleian.ox.ac.uk/profile/work/0f4f128c-ed2f-43ae-becd-e01d8a4c90da
100486,1699,,,1700-01-10,0,,,,JM,Monday 8 a Clock,0,0,0,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,1,0,,,,,0,0,,,,,0,0,,"Jane Lister told her brother Martin to take care of himself. She asked if he could see about some shoes she is having made and requested some rosewater, and she mentioned that brother Richard gave his service to him.",,English,,,,,,"Lister, Martin",,,,"Wrapper stated ""For my Dear Martin""   Jane mentioned Mr. Broughton in the letter so the date was surmised to be 1699 as Lister left his things with Broughton in 1699 after he left Old Palace Yard.",,86b590ea-f06c-4ac9-a528-4e6d60295b6e,http://emlo.bodleian.ox.ac.uk/profile/work/86b590ea-f06c-4ac9-a528-4e6d60295b6e
100258,1699,3,3,1699-03-03,0,,,,G,3 de Mars 1699,0,0,0,,"Drouyn, Philippe (l'Abbé)",38,,0,0,"Clergyman, collector of autograph letters/anecdotes","Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,Societé Royale de Londres,0,0,,,,French,,,,,,"Lister, Martin",100258; 70,1,901192,,,cc4d5f54-e421-4761-ae08-55fb9d9ce113,http://emlo.bodleian.ox.ac.uk/profile/work/cc4d5f54-e421-4761-ae08-55fb9d9ce113
100934,1699,1,2,1699-01-02,0,,,,G,Jan: 2d. 1698/9,0,0,0,,"Proby, Charles",16977,,0,0,medical student at Montpellier,"Lister, Martin",13473,,0,0,,"Montpellier, Languedoc-Roussillon, France",564,Montpellier,0,0,,"London, England",1606,old Palace Yard Westminster. Angleterre London,0,0,,"Proby promised he would get snails for Lister and forward them to Mr. Butterfield. He described student life at Montpellier, and mentioned that he received a letter from Lister at the latter end of last October after he arrived.",,English,,,,,,"Lister, Martin",100934; 39144,1,901509,,,a0d376b1-1f9b-4a41-9952-61190ee6e4c6,http://emlo.bodleian.ox.ac.uk/profile/work/a0d376b1-1f9b-4a41-9952-61190ee6e4c6
100319,1699,8,5,1699-08-05,0,,,,G,5 Aoust 1699,0,0,0,,"Hautefeuille, Jean de",6437,,0,0,"French abbe, physicist, and inventor","Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,Londres,0,0,,,,French,,,,,,"Lister, Martin",100319; 14412,1,901336,,,29159ca3-dcbc-4912-a0ab-3776a9fec6ee,http://emlo.bodleian.ox.ac.uk/profile/work/29159ca3-dcbc-4912-a0ab-3776a9fec6ee
100466,1699,2,12,1699-02-22,0,,,,JM,Feb. 12. 1698/9,0,0,0,,"Lhwyd, Edward",400144,,0,0,Ashmolean Keeper,"Lister, Martin",13473,,0,0,,"Dolgellau, Gwynedd, Wales",400020,Dôl Gelhey,0,0,,"London, England",1606,old Pallace yard in Westminster,0,0,,"Lhwyd thanked Lister for his noble present of copperplates, and he gossiped negatively about John Woodward.",,English,,,,,,"Lister, Martin",100466; 31490; 400840,1,100243; 900491; 936418,,,61597ca4-a93c-4923-b7d0-50f07fecdd56,http://emlo.bodleian.ox.ac.uk/profile/work/61597ca4-a93c-4923-b7d0-50f07fecdd56
100467,1699,6,26,1699-07-06,0,,,,JM,June 26. 99,0,0,0,,"Lhwyd, Edward",400144,,0,0,Ashmolean Keeper,"Lister, Martin",13473,,0,0,,"Flint, Flintshire, Wales",400178,Flint,0,0,,"London, England",1606,old Pallace-yard Westminster.,0,0,,Lhwyd told Lister of his forthcoming trip to Ireland and asked him for letters of introduction.  He also informed Lister of a place to obtain specimens of mussels.,,English,,,,,,"Lister, Martin",100467; 31491; 400841,1,100244; 900493; 936440,,,4abe51a8-7885-4326-9397-20e64f075064,http://emlo.bodleian.ox.ac.uk/profile/work/4abe51a8-7885-4326-9397-20e64f075064
100193,1699,4,17,1699-04-17,0,,,,G,17th April 1699,0,0,0,,"Butterfield, Michael",3895,,0,0,English instrument maker to King of France,"Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,"old palis yard at Westminster, London",0,0,,"Butterfield received box of snails, and promised to send it on. He would give Lister 8 livres for the gown and periwig he left, and he returned tapestries that Lister borrowed. Butterfield wished Lister joy in his new marriage.",,English,,,,,,"Lister, Martin",100193; 9182,1,900937,,,a37eeec2-430c-4d60-8643-00c39179d7ef,http://emlo.bodleian.ox.ac.uk/profile/work/a37eeec2-430c-4d60-8643-00c39179d7ef
100894,1699,11,14,1699-11-24,0,,,,JM,Novembr. 14th 1699.,0,0,0,,"Paynter, William",21594,,0,0,"rector of Exeter College, Oxford","Lister, Martin",13473,,0,0,,"Oxford, Oxfordshire, England",400014,Oxon,0,0,,"Leatherhead, Surrey, England",400173,Mr. Mitchels at Leather-head in Surrey,0,0,,Paynter apologised for the late acknowledgement of Lister's gift of boxes of books. He reported that he had sent them to be catalogued by the university library. He thanked Lister for his donations.,,English,,,,,,"Lister, Martin",100894; 37434,1,901471,,,0c33d2b8-e8db-4c5e-907a-ec8b8435f946,http://emlo.bodleian.ox.ac.uk/profile/work/0c33d2b8-e8db-4c5e-907a-ec8b8435f946
100994,1699,10,17,1699-10-27,0,,,,JM,Octob. 17. 99,0,0,0,,"Robinson, Tancred (Sir)",17678,,0,0,"physician, RS sec'y","Lister, Martin",13473,,0,0,,"Norfolk Street, London, England",4062,Norfolk Street,0,0,,"Leatherhead, Surrey, England",400173,"Leatherhead, Surrey",0,0,,"Robinson was sorry Lister was leaving London during the winter, and he reported that nobody had heard from Lhwyd for four months as he was rambling in Ireland and the subscribers were grumbling. Plunkenett published his botany work which had ideas against Sloane and Petiver, and Robinson predicted there would be a ""Bellum Botanico""; Sloane was nearly done with his Voyage of Jamaica.  Robinson complained the Dutch had a monopoly on printing in natural history.",,English,,,,,,"Lister, Martin",100994; 41114,1,901542,"Robinson referred to Leonard Plukenet's (1641-1706) Almagesti botanici mantissa : plantarum novissimè detect?arum ultrà millenarium numerum complectens : cui, tanquam pedi jam stantis columnae, plus inscribere fas est : cum indice totius operis ad calcem adject?o. London, 1700, and Hans Sloane, A Voyage to the Islands Madera, Barbados, Nieves, S. Christophers and Jamaica, with the Natural History of the Herbs and Trees, Four-footed Beasts, Fishes, Birds, Insects, Reptiles, etc. of the Last of those Islands. London, 1707.",,9e601549-0773-405c-83bb-487a1e6ca9e6,http://emlo.bodleian.ox.ac.uk/profile/work/9e601549-0773-405c-83bb-487a1e6ca9e6
100259,1699,5,16,1699-05-16,0,,,,G,16 May 1699,0,0,0,,"Drouyn, Philippe (l'Abbé)",38,,0,0,"Clergyman, collector of autograph letters/anecdotes","Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,Societé Royale de Londres,0,0,,,,French,,,,,,"Lister, Martin",100259; 71,1,901193,,,cff5ea18-6f5a-445c-b8de-66d890bbb455,http://emlo.bodleian.ox.ac.uk/profile/work/cff5ea18-6f5a-445c-b8de-66d890bbb455
100911,1699,6,4,1699-06-04,0,,,,G,4th June 1699 S.N.,0,0,0,,"Place, John",16596,,0,0,"relative of artist Francis Place, physician to Grand Duke of Tuscany","Lister, Martin",13473,,0,0,,"Livorno, Tuscany, Italy",3855,Leg:[hor]n,0,0,,"London, England",1606,old Palace yard London,0,0,,"Place sent account of an fleas written by an Italian naturalist, but feared it lost in the post. He mentioned that if Lister had natural history queries about Italy, he could send them to Captain George Ryder who voyaged around the Italian coast. He reported that Bonani's book on the architecture of St. Peter's was published.",,English,,,,,,"Lister, Martin",100911; 38492,1,901488,D'iacinto Cestone (1637-1718) was the author of the work on fleas; his letter to Lister was subsequently forwarded to the Royal Society.  In 1698 Bonani [Buonanni] was appointed curator of the well-known cabinet of curiosities (collection of antiquities) gathered by Athanasius Kircher and lodged in the Jesuit Collegio Romano.,,8d15220d-5e16-45b8-8410-fb8033c9b54c,http://emlo.bodleian.ox.ac.uk/profile/work/8d15220d-5e16-45b8-8410-fb8033c9b54c
100912,1699,8,3,1699-08-03,0,,,,G,3 August 1699 S.N.,0,0,0,,"Place, John",16596,,0,0,"relative of artist Francis Place, physician to Grand Duke of Tuscany","Lister, Martin",13473,,0,0,,"Livorno, Tuscany, Italy",3855,Leghorn,0,0,,"London, England",1606,"old Pallace=yard. Westminster, Londra",0,0,,"Place mentioned Captain Ryder's willingness to get specimens, and that he was sorry to hear of ill health of Henry Gyles. Place discussed paper on shipworms.",,English,,,,,,"Lister, Martin",100912; 38491,1,901489,"Henry Giles [Gyles] was a glass painter, member of the York virtuosi, and Lister's correspondent and friend.",,f1fc4adc-d7c7-4604-af52-6cf8e89baa86,http://emlo.bodleian.ox.ac.uk/profile/work/f1fc4adc-d7c7-4604-af52-6cf8e89baa86
100194,1699,12,,1699-12-31,0,,,,G,ye10th [rest cut off],0,0,0,,"Butterfield, Michael",3895,,0,0,English instrument maker to King of France,"Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,"old palais yard at Westminster, London",0,0,,Butterfield told Lister they were sending the specimens he desired. Butterfield reported he was suffering from the stone.,,English,,,,,,"Lister, Martin",100194; 9181,1,900938,I have dated this letter from context and when Butterfield and Lister were actively writing.,,407aee45-9165-479a-9305-d9a5f79e8488,http://emlo.bodleian.ox.ac.uk/profile/work/407aee45-9165-479a-9305-d9a5f79e8488
100489,1700,1,5,1700-01-15,0,,,,JM,Jan. ye 5th 1699/1700,0,0,0,,"Lister, Joseph",13463,,0,0,relative,"Lister, Martin",13473,,0,0,,"Amoy, Fujian, (China) People's Republic of China",100082,Amoy,0,0,,"London, England",1606,Pallace Yard Westminster,0,0,,Joseph Lister reported Chinese variolation of smallpox.,,English,,,,,,"Lister, Martin",100489; 31673,1,901368,,,3d5f9d7a-7a69-4a1f-8108-a28e70058087,http://emlo.bodleian.ox.ac.uk/profile/work/3d5f9d7a-7a69-4a1f-8108-a28e70058087
101078,1700,5,8,1700-05-08,0,,,,G,9° Idus Maii 1700,0,0,0,,"Strozzi, Leo",100118,,0,0,naturalist,"Lister, Martin",13473,,0,0,,,,,0,0,,"Leatherhead, Surrey, England",400173,"Chez Mitchell, a Leatherhead, en Surrey, Londre",0,0,,"Strozzi reported that he had received Lister's April letter, and he thanked Lister for his book on conches.  Strozzi discussed the work of Florentine Jacobo Sevaldo.",,"French, Latin",,,,,,"Lister, Martin",101078; 46027,1,901620,"Strozzi miscounted his Roman dates, as there is no 9 Idus (it would be nones at this point)  I am assuming he meant 8 Idus (May 8).",,012815d5-a340-418a-9a59-c7e0e8ada0be,http://emlo.bodleian.ox.ac.uk/profile/work/012815d5-a340-418a-9a59-c7e0e8ada0be
100196,1700,2,15,1700-02-15,0,,,,G,15 feberai 1700,0,0,0,,"Butterfield, Michael",3895,,0,0,English instrument maker to King of France,"Lister, Martin",13473,,0,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,"London, England",1606,old palais yard Westminster,0,0,,Butterfield intended to write Royal Society with a paper concerning magnets and magnetism.,,English,,,,,,"Lister, Martin",100196; 9175,1,900941,,,81f44588-96ce-4133-8e32-9596b75e1aa9,http://emlo.bodleian.ox.ac.uk/profile/work/81f44588-96ce-4133-8e32-9596b75e1aa9
100234,1700,3,1,1700-03-12,0,,,,JM,i March 1699,0,0,0,,"Cullen, Richard",100050,,0,0,Lister's lawyer and brother-in-law (2nd wife),"Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"Leatherhead, Surrey, England",400173,Mr. Mitchell's In Leatherhead Surrey,0,0,,Cullen reported that he had deposited funds on behalf of Lister's daughter Frances and discussed investments.,,English,,,,,,"Lister, Martin",,,,,,8ff34a53-5e92-4a97-b3b6-b85ffa6e93b2,http://emlo.bodleian.ox.ac.uk/profile/work/8ff34a53-5e92-4a97-b3b6-b85ffa6e93b2
100469,1700,3,12,1700-03-23,0,,,,JM,March. 12. 1699/1700,0,0,0,,"Lhwyd, Edward",400144,,0,0,Ashmolean Keeper,"Lister, Martin",13473,,0,0,,"Sligo, County Sligo, Republic of Ireland",400164,Sligo,0,0,,"Leatherhead, Surrey, England",400173,"Mr. Mitchell's at Leatherhead in Surrey, England.",0,0,,"Lhwyd described the geology and botany in Connacht and his journey, and he asked Lister to write to him at Richard Bulkeley's house.",,English,,,,,,"Lister, Martin",100469; 31410; 400855,1,100246; 900496; 936496,,,bff8a6ec-bd01-49d7-98c7-abfdf7b26de5,http://emlo.bodleian.ox.ac.uk/profile/work/bff8a6ec-bd01-49d7-98c7-abfdf7b26de5
100235,1700,10,23,1700-11-03,0,,,,JM,23 Octob: 1700,0,0,0,,"Cullen, Richard",100050,,0,0,Lister's lawyer and brother-in-law (2nd wife),"Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"Leatherhead, Surrey, England",400173,Mr. Mitchell's Leatherhead Surrey,0,0,,"Cullen reported he has delivered a letter for Lister, and Lord Portland would be reminded of Lister's business.  He discussed Lister's investments.",,English,,,,,,"Lister, Martin",,,,,,7b4f5bef-9790-4362-b539-fba157e955ee,http://emlo.bodleian.ox.ac.uk/profile/work/7b4f5bef-9790-4362-b539-fba157e955ee
101077,1700,1,31,1700-01-31,0,,,,G,Pridie Kal: Febr: 1700,0,0,0,,"Strozzi, Leo",100118,,0,0,naturalist,"Lister, Martin",13473,,0,0,,,,,0,0,,"London, England",1606,"Dans le vieux Palais en Westminster a Londres [Old Palace in Westminster, London]",0,0,,"Strozzi praised Lister's Historiae Conchyliorum, particularly the portion on fossilized shells of England.",,"French, Latin",,,,,,"Lister, Martin",101077; 46028,1,901618,,,5313fb04-923e-47dd-a230-01c6f027512b,http://emlo.bodleian.ox.ac.uk/profile/work/5313fb04-923e-47dd-a230-01c6f027512b
101087,1700,8,4,1700-08-15,0,,,,JM,4 Août 1700,0,0,0,,"Testard, Auguste",20208,,0,0,physician,"Lister, Martin",13473,,0,0,,"London, England",1606,Londre [London],0,0,,"Leatherhead, Surrey, England",400173,"Leatherhead near Epsom, Surrey",0,0,,A short note regarding a packet sent on behalf of Dr. Lutuen in Rotterdam.,,French,,,,,,"Lister, Martin",101087; 46873,1,901624,"One Hermannum Lutnen? wrote to Lister on 10 July 1700 from Rotterdam, so this is the person in question;",,de3d59ff-9b7e-4938-b31b-0e8c05fb79ef,http://emlo.bodleian.ox.ac.uk/profile/work/de3d59ff-9b7e-4938-b31b-0e8c05fb79ef
101111,1700,2,24,1700-02-24,0,,,,G,Ad. 24 Febbraio 1700,0,0,0,,"Vallisneri, Antonio",21026,,0,0,"Italian medical scientist, physician and naturalist. Protege of Malphigi; Chair of Medicine at Padua from 1700-30","Lister, Martin",13473,,0,0,,"Lombardy, Italy",100095,Reggio di Lombardia,0,0,,,,,0,0,,Valisneri discussed theories of spontaneous generation; Lister's response to him is on the next folio in a draft letter in Latin.,,Italian,,,,,,"Lister, Martin",101111; 48813,1,901641,"Valisneri wrote the ""Dialogues on the curious origin of several insects"", so he was interested in Lister's work on kermes. ignored the Flood and studied the history of the Earth solely on the basis of naturalistic observation. He also founded a large museum of natural history",,b0a5c1e9-a420-41d8-aefb-f61f582d8fb7,http://emlo.bodleian.ox.ac.uk/profile/work/b0a5c1e9-a420-41d8-aefb-f61f582d8fb7
100798,1700,7,10,1700-07-10,0,,,,G,10 July 1700,0,0,0,,"Lutnen, Hermannum",13910,,0,1,,"Lister, Martin",13473,,0,0,,"Rotterdam, South Holland, (United Provinces) Netherlands",300106,Roterodami,0,0,,"London, England",1606,London,0,0,,"Praised Lister's Historia Conchyliorum, particularly the microscopic observations",,Latin,,,,,,"Lister, Martin",100798; 32687,1,901393,,,593d1558-cbc1-4504-87f9-d120d1c74137,http://emlo.bodleian.ox.ac.uk/profile/work/593d1558-cbc1-4504-87f9-d120d1c74137
100327,1700,11,6,1700-11-17,0,,,,JM,Nov. 6th 1700,0,0,0,,"Hunter, Christopher",100088,,0,0,"antiquary and physician; fellow of St. John's College, Cambridge","Lister, Martin",13473,,0,0,,"Newcastle upon Tyne, Northumberland, England",48,Newcastle upon Tyne,0,0,,"London, England",1606,"To be left with Mr. Smith at St. Pauls' Churchyard, London",0,0,,"Concerned Roman inscriptions found at Lanchester, a village near Durham;",,English,,,,,,"Lister, Martin",,,,Read to the Royal Society on 4 December 1700,,12e539a6-474d-4424-b02c-1a4bbeb7370b,http://emlo.bodleian.ox.ac.uk/profile/work/12e539a6-474d-4424-b02c-1a4bbeb7370b
100998,1700,12,19,1700-12-30,0,,,,JM,December--19 17??,0,0,0,,"Robinson, Tancred (Sir)",17678,,0,0,"physician, RS sec'y","Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"Leatherhead, Surrey, England",400173,"Mr. Mitchell's House in Leatherhead, Surrey",0,0,,"Robinson discussed the medical care of Jane Thynne, Lister's sister. Robinson said he would attend her at any hour required. He provided brief political news about the King of Sweden raising the Siege of Narva.",,English,,,,,,"Lister, Martin",,,,"date is cut off, but must be 1700, the date of the Siege of Narva.",,99767bde-4433-4a4b-bf78-bca7a4593de5,http://emlo.bodleian.ox.ac.uk/profile/work/99767bde-4433-4a4b-bf78-bca7a4593de5
